contig_length	plasmid_score	seed_score	plasmids_with_seed	false_seeds	plasmids_without_seed
1400	0.18	-4	5	9	0
1400	0.19	-4	5	9	0
1400	0.2	-4	5	9	0
1400	0.21	-4	5	9	0
1400	0.22	-4	5	9	0
1400	0.23	-4	5	9	0
1400	0.24	-4	5	9	0
1400	0.25	-4	5	9	0
1400	0.26	-4	5	9	0
1400	0.27	-3	5	8	0
1400	0.28	-3	5	8	0
1400	0.29	-3	5	8	0
1400	0.3	-3	5	8	0
1400	0.31	-3	5	8	0
1400	0.32	-3	5	8	0
1400	0.33	-3	5	8	0
1400	0.34	-3	5	8	0
1400	0.35	-3	5	8	0
1400	0.36	-3	5	8	0
1400	0.37	-3	5	8	0
1400	0.38	-3	5	8	0
1400	0.39	-3	5	8	0
1400	0.4	-3	5	8	0
1400	0.41	-2	5	7	0
1400	0.42	-1	5	6	0
1400	0.43	-1	5	6	0
1400	0.44	-1	5	6	0
1400	0.45	-1	5	6	0
1400	0.46	-1	5	6	0
1400	0.47	-1	5	6	0
1400	0.48	0	5	5	0
1400	0.49	0	5	5	0
1400	0.5	0	5	5	0
1400	0.51	0	5	5	0
1400	0.52	0	5	5	0
1400	0.53	0	5	5	0
1400	0.54	0	5	5	0
1400	0.55	0	5	5	0
1400	0.56	0	5	5	0
1400	0.57	0	5	5	0
1400	0.58	0	5	5	0
1400	0.59	0	5	5	0
1400	0.6	0	5	5	0
1400	0.61	0	5	5	0
1400	0.62	0	5	5	0
1400	0.63	0	5	5	0
1400	0.64	0	5	5	0
1400	0.65	0	5	5	0
1400	0.66	0	5	5	0
1400	0.67	0	5	5	0
1400	0.68	0	5	5	0
1400	0.69	0	5	5	0
1400	0.7	0	5	5	0
1400	0.71	0	5	5	0
1400	0.72	0	5	5	0
1400	0.73	1	5	4	0
1400	0.74	1	5	4	0
1400	0.75	1	5	4	0
1400	0.76	1	5	4	0
1400	0.77	1	5	4	0
1400	0.78	1	5	4	0
1400	0.79	1	5	4	0
1400	0.8	1	5	4	0
1400	0.81	1	5	4	0
1400	0.82	1	5	4	0
1400	0.83	1	5	4	0
1400	0.84	1	5	4	0
1400	0.85	1	5	4	0
1400	0.86	1	5	4	0
1400	0.87	1	5	4	0
1400	0.88	1	5	4	0
1400	0.89	1	5	4	0
1400	0.9	1	5	4	0
1400	0.91	1	5	4	0
1400	0.92	1	5	4	0
1400	0.93	-1	3	4	2
1400	0.94	-2	1	3	4
1400	0.95	-1	1	2	4
1400	0.96	-1	1	2	4
1400	0.97	-1	1	2	4
1400	0.98	-1	1	2	4
1400	0.99	-1	0	1	5
1400	1.0	-1	0	1	5
1450	0.01	-10	5	15	0
1450	0.02	-7	5	12	0
1450	0.03	-7	5	12	0
1450	0.04	-6	5	11	0
1450	0.05	-5	5	10	0
1450	0.06	-5	5	10	0
1450	0.07	-4	5	9	0
1450	0.08	-4	5	9	0
1450	0.09	-4	5	9	0
1450	0.1	-4	5	9	0
1450	0.11	-4	5	9	0
1450	0.12	-4	5	9	0
1450	0.13	-4	5	9	0
1450	0.14	-4	5	9	0
1450	0.15	-4	5	9	0
1450	0.16	-4	5	9	0
1450	0.17	-4	5	9	0
1450	0.18	-4	5	9	0
1450	0.19	-4	5	9	0
1450	0.2	-4	5	9	0
1450	0.21	-4	5	9	0
1450	0.22	-4	5	9	0
1450	0.23	-4	5	9	0
1450	0.24	-4	5	9	0
1450	0.25	-4	5	9	0
1450	0.26	-4	5	9	0
1450	0.27	-3	5	8	0
1450	0.28	-3	5	8	0
1450	0.29	-3	5	8	0
1450	0.3	-3	5	8	0
1450	0.31	-3	5	8	0
1450	0.32	-3	5	8	0
1450	0.33	-3	5	8	0
1450	0.34	-3	5	8	0
1450	0.35	-3	5	8	0
1450	0.36	-3	5	8	0
1450	0.37	-3	5	8	0
1450	0.38	-3	5	8	0
1450	0.39	-3	5	8	0
1450	0.4	-3	5	8	0
1450	0.41	-2	5	7	0
1450	0.42	-1	5	6	0
1450	0.43	-1	5	6	0
1450	0.44	-1	5	6	0
1450	0.45	-1	5	6	0
1450	0.46	-1	5	6	0
1450	0.47	-1	5	6	0
1450	0.48	0	5	5	0
1450	0.49	0	5	5	0
1450	0.5	0	5	5	0
1450	0.51	0	5	5	0
1450	0.52	0	5	5	0
1450	0.53	0	5	5	0
1450	0.54	0	5	5	0
1450	0.55	0	5	5	0
1450	0.56	0	5	5	0
1450	0.57	0	5	5	0
1450	0.58	0	5	5	0
1450	0.59	0	5	5	0
1450	0.6	0	5	5	0
1450	0.61	0	5	5	0
1450	0.62	0	5	5	0
1450	0.63	0	5	5	0
1450	0.64	0	5	5	0
1450	0.65	0	5	5	0
1450	0.66	0	5	5	0
1450	0.67	0	5	5	0
1450	0.68	0	5	5	0
1450	0.69	0	5	5	0
1450	0.7	0	5	5	0
1450	0.71	0	5	5	0
1450	0.72	0	5	5	0
1450	0.73	1	5	4	0
1450	0.74	1	5	4	0
1450	0.75	1	5	4	0
1450	0.76	1	5	4	0
1450	0.77	1	5	4	0
1450	0.78	1	5	4	0
1450	0.79	1	5	4	0
1450	0.8	1	5	4	0
1450	0.81	1	5	4	0
1450	0.82	1	5	4	0
1450	0.83	1	5	4	0
1450	0.84	1	5	4	0
1450	0.85	1	5	4	0
1450	0.86	1	5	4	0
1450	0.87	1	5	4	0
1450	0.88	1	5	4	0
1450	0.89	1	5	4	0
1450	0.9	1	5	4	0
1450	0.91	1	5	4	0
1450	0.92	1	5	4	0
1450	0.93	-1	3	4	2
1450	0.94	-2	1	3	4
1450	0.95	-1	1	2	4
1450	0.96	-1	1	2	4
1450	0.97	-1	1	2	4
1450	0.98	-1	1	2	4
1450	0.99	-1	0	1	5
1450	1.0	-1	0	1	5
1500	0.01	-10	5	15	0
1500	0.02	-7	5	12	0
1500	0.03	-7	5	12	0
1500	0.04	-6	5	11	0
1500	0.05	-5	5	10	0
1500	0.06	-5	5	10	0
1500	0.07	-4	5	9	0
1500	0.08	-4	5	9	0
1500	0.09	-4	5	9	0
1500	0.1	-4	5	9	0
1500	0.11	-4	5	9	0
1500	0.12	-4	5	9	0
1500	0.13	-4	5	9	0
1500	0.14	-4	5	9	0
1500	0.15	-4	5	9	0
1500	0.16	-4	5	9	0
1500	0.17	-4	5	9	0
1500	0.18	-4	5	9	0
1500	0.19	-4	5	9	0
1500	0.2	-4	5	9	0
1500	0.21	-4	5	9	0
1500	0.22	-4	5	9	0
1500	0.23	-4	5	9	0
1500	0.24	-4	5	9	0
1500	0.25	-4	5	9	0
1500	0.26	-4	5	9	0
1500	0.27	-3	5	8	0
1500	0.28	-3	5	8	0
1500	0.29	-3	5	8	0
1500	0.3	-3	5	8	0
1500	0.31	-3	5	8	0
1500	0.32	-3	5	8	0
1500	0.33	-3	5	8	0
1500	0.34	-3	5	8	0
1500	0.35	-3	5	8	0
1500	0.36	-3	5	8	0
1500	0.37	-3	5	8	0
1500	0.38	-3	5	8	0
1500	0.39	-3	5	8	0
1500	0.4	-3	5	8	0
1500	0.41	-2	5	7	0
1500	0.42	-1	5	6	0
1500	0.43	-1	5	6	0
1500	0.44	-1	5	6	0
1500	0.45	-1	5	6	0
1500	0.46	-1	5	6	0
1500	0.47	-1	5	6	0
1500	0.48	0	5	5	0
1500	0.49	0	5	5	0
1500	0.5	0	5	5	0
1500	0.51	0	5	5	0
1500	0.52	0	5	5	0
1500	0.53	0	5	5	0
1500	0.54	0	5	5	0
1500	0.55	0	5	5	0
1500	0.56	0	5	5	0
1500	0.57	0	5	5	0
1500	0.58	0	5	5	0
1500	0.59	0	5	5	0
1500	0.6	0	5	5	0
1500	0.61	0	5	5	0
1500	0.62	0	5	5	0
1500	0.63	0	5	5	0
1500	0.64	0	5	5	0
1500	0.65	0	5	5	0
1500	0.66	0	5	5	0
1500	0.67	0	5	5	0
1500	0.68	0	5	5	0
1500	0.69	0	5	5	0
1500	0.7	0	5	5	0
1500	0.71	0	5	5	0
1500	0.72	0	5	5	0
1500	0.73	1	5	4	0
1500	0.74	1	5	4	0
1500	0.75	1	5	4	0
1500	0.76	1	5	4	0
1500	0.77	1	5	4	0
1500	0.78	1	5	4	0
1500	0.79	1	5	4	0
1500	0.8	1	5	4	0
1500	0.81	1	5	4	0
1500	0.82	1	5	4	0
1500	0.83	1	5	4	0
1500	0.84	1	5	4	0
1500	0.85	1	5	4	0
1500	0.86	1	5	4	0
1500	0.87	1	5	4	0
1500	0.88	1	5	4	0
1500	0.89	1	5	4	0
1500	0.9	1	5	4	0
1500	0.91	1	5	4	0
1500	0.92	1	5	4	0
1500	0.93	-1	3	4	2
1500	0.94	-2	1	3	4
1500	0.95	-1	1	2	4
1500	0.96	-1	1	2	4
1500	0.97	-1	1	2	4
1500	0.98	-1	1	2	4
1500	0.99	-1	0	1	5
1500	1.0	-1	0	1	5
1550	0.01	-10	5	15	0
1550	0.02	-7	5	12	0
1550	0.03	-7	5	12	0
1550	0.04	-6	5	11	0
1550	0.05	-5	5	10	0
1550	0.06	-5	5	10	0
1550	0.07	-4	5	9	0
1550	0.08	-4	5	9	0
1550	0.09	-4	5	9	0
1550	0.1	-4	5	9	0
1550	0.11	-4	5	9	0
1550	0.12	-4	5	9	0
1550	0.13	-4	5	9	0
1550	0.14	-4	5	9	0
1550	0.15	-4	5	9	0
1550	0.16	-4	5	9	0
1550	0.17	-4	5	9	0
1550	0.18	-4	5	9	0
1550	0.19	-4	5	9	0
1550	0.2	-4	5	9	0
1550	0.21	-4	5	9	0
1550	0.22	-4	5	9	0
1550	0.23	-4	5	9	0
1550	0.24	-4	5	9	0
1550	0.25	-4	5	9	0
1550	0.26	-4	5	9	0
1550	0.27	-3	5	8	0
1550	0.28	-3	5	8	0
1550	0.29	-3	5	8	0
1550	0.3	-3	5	8	0
1550	0.31	-3	5	8	0
1550	0.32	-3	5	8	0
1550	0.33	-3	5	8	0
1550	0.34	-3	5	8	0
1550	0.35	-3	5	8	0
1550	0.36	-3	5	8	0
1550	0.37	-3	5	8	0
1550	0.38	-3	5	8	0
1550	0.39	-3	5	8	0
1550	0.4	-3	5	8	0
1550	0.41	-2	5	7	0
1550	0.42	-1	5	6	0
1550	0.43	-1	5	6	0
1550	0.44	-1	5	6	0
1550	0.45	-1	5	6	0
1550	0.46	-1	5	6	0
1550	0.47	-1	5	6	0
1550	0.48	0	5	5	0
1550	0.49	0	5	5	0
1550	0.5	0	5	5	0
1550	0.51	0	5	5	0
1550	0.52	0	5	5	0
1550	0.53	0	5	5	0
1550	0.54	0	5	5	0
1550	0.55	0	5	5	0
1550	0.56	0	5	5	0
1550	0.57	0	5	5	0
1550	0.58	0	5	5	0
1550	0.59	0	5	5	0
1550	0.6	0	5	5	0
1550	0.61	0	5	5	0
1550	0.62	0	5	5	0
1550	0.63	0	5	5	0
1550	0.64	0	5	5	0
1550	0.65	0	5	5	0
1550	0.66	0	5	5	0
1550	0.67	0	5	5	0
1550	0.68	0	5	5	0
1550	0.69	0	5	5	0
1550	0.7	0	5	5	0
1550	0.71	0	5	5	0
1550	0.72	0	5	5	0
1550	0.73	1	5	4	0
1550	0.74	1	5	4	0
1550	0.75	1	5	4	0
1550	0.76	1	5	4	0
1550	0.77	1	5	4	0
1550	0.78	1	5	4	0
1550	0.79	1	5	4	0
1550	0.8	1	5	4	0
1550	0.81	1	5	4	0
1550	0.82	1	5	4	0
1550	0.83	1	5	4	0
1550	0.84	1	5	4	0
1550	0.85	1	5	4	0
1550	0.86	1	5	4	0
1550	0.87	1	5	4	0
1550	0.88	1	5	4	0
1550	0.89	1	5	4	0
1550	0.9	1	5	4	0
1550	0.91	1	5	4	0
1550	0.92	1	5	4	0
1550	0.93	-1	3	4	2
1550	0.94	-2	1	3	4
1550	0.95	-1	1	2	4
1550	0.96	-1	1	2	4
1550	0.97	-1	1	2	4
1550	0.98	-1	1	2	4
1550	0.99	-1	0	1	5
1550	1.0	-1	0	1	5
1600	0.01	-10	5	15	0
1600	0.02	-7	5	12	0
1600	0.03	-7	5	12	0
1600	0.04	-6	5	11	0
1600	0.05	-5	5	10	0
1600	0.06	-5	5	10	0
1600	0.07	-4	5	9	0
1600	0.08	-4	5	9	0
1600	0.09	-4	5	9	0
1600	0.1	-4	5	9	0
1600	0.11	-4	5	9	0
1600	0.12	-4	5	9	0
1600	0.13	-4	5	9	0
1600	0.14	-4	5	9	0
1600	0.15	-4	5	9	0
1600	0.16	-4	5	9	0
1600	0.17	-4	5	9	0
1600	0.18	-4	5	9	0
1600	0.19	-4	5	9	0
1600	0.2	-4	5	9	0
1600	0.21	-4	5	9	0
1600	0.22	-4	5	9	0
1600	0.23	-4	5	9	0
1600	0.24	-4	5	9	0
1600	0.25	-4	5	9	0
1600	0.26	-4	5	9	0
1600	0.27	-3	5	8	0
1600	0.28	-3	5	8	0
1600	0.29	-3	5	8	0
1600	0.3	-3	5	8	0
1600	0.31	-3	5	8	0
1600	0.32	-3	5	8	0
1600	0.33	-3	5	8	0
1600	0.34	-3	5	8	0
1600	0.35	-3	5	8	0
1600	0.36	-3	5	8	0
1600	0.37	-3	5	8	0
1600	0.38	-3	5	8	0
1600	0.39	-3	5	8	0
1600	0.4	-3	5	8	0
1600	0.41	-2	5	7	0
1600	0.42	-1	5	6	0
1600	0.43	-1	5	6	0
1600	0.44	-1	5	6	0
1600	0.45	-1	5	6	0
1600	0.46	-1	5	6	0
1600	0.47	-1	5	6	0
1600	0.48	0	5	5	0
1600	0.49	0	5	5	0
1600	0.5	0	5	5	0
1600	0.51	0	5	5	0
1600	0.52	0	5	5	0
1600	0.53	0	5	5	0
1600	0.54	0	5	5	0
1600	0.55	0	5	5	0
1600	0.56	0	5	5	0
1600	0.57	0	5	5	0
1600	0.58	0	5	5	0
1600	0.59	0	5	5	0
1600	0.6	0	5	5	0
1600	0.61	0	5	5	0
1600	0.62	0	5	5	0
1600	0.63	0	5	5	0
1600	0.64	0	5	5	0
1600	0.65	0	5	5	0
1600	0.66	0	5	5	0
1600	0.67	0	5	5	0
1600	0.68	0	5	5	0
1600	0.69	0	5	5	0
1600	0.7	0	5	5	0
1600	0.71	0	5	5	0
1600	0.72	0	5	5	0
1600	0.73	1	5	4	0
1600	0.74	1	5	4	0
1600	0.75	1	5	4	0
1600	0.76	1	5	4	0
1600	0.77	1	5	4	0
1600	0.78	1	5	4	0
1600	0.79	1	5	4	0
1600	0.8	1	5	4	0
1600	0.81	1	5	4	0
1600	0.82	1	5	4	0
1600	0.83	1	5	4	0
1600	0.84	1	5	4	0
1600	0.85	1	5	4	0
1600	0.86	1	5	4	0
1600	0.87	1	5	4	0
1600	0.88	1	5	4	0
1600	0.89	1	5	4	0
1600	0.9	1	5	4	0
1600	0.91	1	5	4	0
1600	0.92	1	5	4	0
1600	0.93	-1	3	4	2
1600	0.94	-2	1	3	4
1600	0.95	-1	1	2	4
1600	0.96	-1	1	2	4
1600	0.97	-1	1	2	4
1600	0.98	-1	1	2	4
1600	0.99	-1	0	1	5
1600	1.0	-1	0	1	5
1650	0.01	-10	5	15	0
1650	0.02	-7	5	12	0
1650	0.03	-7	5	12	0
1650	0.04	-6	5	11	0
1650	0.05	-5	5	10	0
1650	0.06	-5	5	10	0
1650	0.07	-4	5	9	0
1650	0.08	-4	5	9	0
1650	0.09	-4	5	9	0
1650	0.1	-4	5	9	0
1650	0.11	-4	5	9	0
1650	0.12	-4	5	9	0
1650	0.13	-4	5	9	0
1650	0.14	-4	5	9	0
1650	0.15	-4	5	9	0
1650	0.16	-4	5	9	0
1650	0.17	-4	5	9	0
1650	0.18	-4	5	9	0
1650	0.19	-4	5	9	0
1650	0.2	-4	5	9	0
1650	0.21	-4	5	9	0
1650	0.22	-4	5	9	0
1650	0.23	-4	5	9	0
1650	0.24	-4	5	9	0
1650	0.25	-4	5	9	0
1650	0.26	-4	5	9	0
1650	0.27	-3	5	8	0
1650	0.28	-3	5	8	0
1650	0.29	-3	5	8	0
1650	0.3	-3	5	8	0
1650	0.31	-3	5	8	0
1650	0.32	-3	5	8	0
1650	0.33	-3	5	8	0
1650	0.34	-3	5	8	0
1650	0.35	-3	5	8	0
1650	0.36	-3	5	8	0
1650	0.37	-3	5	8	0
1650	0.38	-3	5	8	0
1650	0.39	-3	5	8	0
1650	0.4	-3	5	8	0
1650	0.41	-2	5	7	0
1650	0.42	-1	5	6	0
1650	0.43	-1	5	6	0
1650	0.44	-1	5	6	0
1650	0.45	-1	5	6	0
1650	0.46	-1	5	6	0
1650	0.47	-1	5	6	0
1650	0.48	0	5	5	0
1650	0.49	0	5	5	0
1650	0.5	0	5	5	0
1650	0.51	0	5	5	0
1650	0.52	0	5	5	0
1650	0.53	0	5	5	0
1650	0.54	0	5	5	0
1650	0.55	0	5	5	0
1650	0.56	0	5	5	0
1650	0.57	0	5	5	0
1650	0.58	0	5	5	0
1650	0.59	0	5	5	0
1650	0.6	0	5	5	0
1650	0.61	0	5	5	0
1650	0.62	0	5	5	0
1650	0.63	0	5	5	0
1650	0.64	0	5	5	0
1650	0.65	0	5	5	0
1650	0.66	0	5	5	0
1650	0.67	0	5	5	0
1650	0.68	0	5	5	0
1650	0.69	0	5	5	0
1650	0.7	0	5	5	0
1650	0.71	0	5	5	0
1650	0.72	0	5	5	0
1650	0.73	1	5	4	0
1650	0.74	1	5	4	0
1650	0.75	1	5	4	0
1650	0.76	1	5	4	0
1650	0.77	1	5	4	0
1650	0.78	1	5	4	0
1650	0.79	1	5	4	0
1650	0.8	1	5	4	0
1650	0.81	1	5	4	0
1650	0.82	1	5	4	0
1650	0.83	1	5	4	0
1650	0.84	1	5	4	0
1650	0.85	1	5	4	0
1650	0.86	1	5	4	0
1650	0.87	1	5	4	0
1650	0.88	1	5	4	0
1650	0.89	1	5	4	0
1650	0.9	1	5	4	0
1650	0.91	1	5	4	0
1650	0.92	1	5	4	0
1650	0.93	-1	3	4	2
1650	0.94	-2	1	3	4
1650	0.95	-1	1	2	4
1650	0.96	-1	1	2	4
1650	0.97	-1	1	2	4
1650	0.98	-1	1	2	4
1650	0.99	-1	0	1	5
1650	1.0	-1	0	1	5
1700	0.01	-10	5	15	0
1700	0.02	-7	5	12	0
1700	0.03	-7	5	12	0
1700	0.04	-6	5	11	0
1700	0.05	-5	5	10	0
1700	0.06	-5	5	10	0
1700	0.07	-4	5	9	0
1700	0.08	-4	5	9	0
1700	0.09	-4	5	9	0
1700	0.1	-4	5	9	0
1700	0.11	-4	5	9	0
1700	0.12	-4	5	9	0
1700	0.13	-4	5	9	0
1700	0.14	-4	5	9	0
1700	0.15	-4	5	9	0
1700	0.16	-4	5	9	0
1700	0.17	-4	5	9	0
1700	0.18	-4	5	9	0
1700	0.19	-4	5	9	0
1700	0.2	-4	5	9	0
1700	0.21	-4	5	9	0
1700	0.22	-4	5	9	0
1700	0.23	-4	5	9	0
1700	0.24	-4	5	9	0
1700	0.25	-4	5	9	0
1700	0.26	-4	5	9	0
1700	0.27	-3	5	8	0
1700	0.28	-3	5	8	0
1700	0.29	-3	5	8	0
1700	0.3	-3	5	8	0
1700	0.31	-3	5	8	0
1700	0.32	-3	5	8	0
1700	0.33	-3	5	8	0
1700	0.34	-3	5	8	0
1700	0.35	-3	5	8	0
1700	0.36	-3	5	8	0
1700	0.37	-3	5	8	0
1700	0.38	-3	5	8	0
1700	0.39	-3	5	8	0
1700	0.4	-3	5	8	0
1700	0.41	-2	5	7	0
1700	0.42	-1	5	6	0
1700	0.43	-1	5	6	0
1700	0.44	-1	5	6	0
1700	0.45	-1	5	6	0
1700	0.46	-1	5	6	0
1700	0.47	-1	5	6	0
1700	0.48	0	5	5	0
1700	0.49	0	5	5	0
1700	0.5	0	5	5	0
1700	0.51	0	5	5	0
1700	0.52	0	5	5	0
1700	0.53	0	5	5	0
1700	0.54	0	5	5	0
1700	0.55	0	5	5	0
1700	0.56	0	5	5	0
1700	0.57	0	5	5	0
1700	0.58	0	5	5	0
1700	0.59	0	5	5	0
1700	0.6	0	5	5	0
1700	0.61	0	5	5	0
1700	0.62	0	5	5	0
1700	0.63	0	5	5	0
1700	0.64	0	5	5	0
1700	0.65	0	5	5	0
1700	0.66	0	5	5	0
1700	0.67	0	5	5	0
1700	0.68	0	5	5	0
1700	0.69	0	5	5	0
1700	0.7	0	5	5	0
1700	0.71	0	5	5	0
1700	0.72	0	5	5	0
1700	0.73	1	5	4	0
1700	0.74	1	5	4	0
1700	0.75	1	5	4	0
1700	0.76	1	5	4	0
1700	0.77	1	5	4	0
1700	0.78	1	5	4	0
1700	0.79	1	5	4	0
1700	0.8	1	5	4	0
1700	0.81	1	5	4	0
1700	0.82	1	5	4	0
1700	0.83	1	5	4	0
1700	0.84	1	5	4	0
1700	0.85	1	5	4	0
1700	0.86	1	5	4	0
1700	0.87	1	5	4	0
1700	0.88	1	5	4	0
1700	0.89	1	5	4	0
1700	0.9	1	5	4	0
1700	0.91	1	5	4	0
1700	0.92	1	5	4	0
1700	0.93	-1	3	4	2
1700	0.94	-2	1	3	4
1700	0.95	-1	1	2	4
1700	0.96	-1	1	2	4
1700	0.97	-1	1	2	4
1700	0.98	-1	1	2	4
1700	0.99	-1	0	1	5
1700	1.0	-1	0	1	5
1750	0.01	-9	5	14	0
1750	0.02	-6	5	11	0
1750	0.03	-6	5	11	0
1750	0.04	-5	5	10	0
1750	0.05	-4	5	9	0
1750	0.06	-4	5	9	0
1750	0.07	-3	5	8	0
1750	0.08	-3	5	8	0
1750	0.09	-3	5	8	0
1750	0.1	-3	5	8	0
1750	0.11	-3	5	8	0
1750	0.12	-3	5	8	0
1750	0.13	-3	5	8	0
1750	0.14	-3	5	8	0
1750	0.15	-3	5	8	0
1750	0.16	-3	5	8	0
1750	0.17	-3	5	8	0
1750	0.18	-3	5	8	0
1750	0.19	-3	5	8	0
1750	0.2	-3	5	8	0
1750	0.21	-3	5	8	0
1750	0.22	-3	5	8	0
1750	0.23	-3	5	8	0
1750	0.24	-3	5	8	0
1750	0.25	-3	5	8	0
1750	0.26	-3	5	8	0
1750	0.27	-2	5	7	0
1750	0.28	-2	5	7	0
1750	0.29	-2	5	7	0
1750	0.3	-2	5	7	0
1750	0.31	-2	5	7	0
1750	0.32	-2	5	7	0
1750	0.33	-2	5	7	0
1750	0.34	-2	5	7	0
1750	0.35	-2	5	7	0
1750	0.36	-2	5	7	0
1750	0.37	-2	5	7	0
1750	0.38	-2	5	7	0
1750	0.39	-2	5	7	0
1750	0.4	-2	5	7	0
1750	0.41	-1	5	6	0
1750	0.42	0	5	5	0
1750	0.43	0	5	5	0
1750	0.44	0	5	5	0
1750	0.45	0	5	5	0
1750	0.46	0	5	5	0
1750	0.47	0	5	5	0
1750	0.48	1	5	4	0
1750	0.49	1	5	4	0
1750	0.5	1	5	4	0
1750	0.51	1	5	4	0
1750	0.52	1	5	4	0
1750	0.53	1	5	4	0
1750	0.54	1	5	4	0
1750	0.55	1	5	4	0
1750	0.56	1	5	4	0
1750	0.57	1	5	4	0
1750	0.58	1	5	4	0
1750	0.59	1	5	4	0
1750	0.6	1	5	4	0
1750	0.61	1	5	4	0
1750	0.62	1	5	4	0
1750	0.63	1	5	4	0
1750	0.64	1	5	4	0
1750	0.65	1	5	4	0
1750	0.66	1	5	4	0
1750	0.67	1	5	4	0
1750	0.68	1	5	4	0
1750	0.69	1	5	4	0
1750	0.7	1	5	4	0
1750	0.71	1	5	4	0
1750	0.72	1	5	4	0
1750	0.73	2	5	3	0
1750	0.74	2	5	3	0
1750	0.75	2	5	3	0
1750	0.76	2	5	3	0
1750	0.77	2	5	3	0
1750	0.78	2	5	3	0
1750	0.79	2	5	3	0
1750	0.8	2	5	3	0
1750	0.81	2	5	3	0
1750	0.82	2	5	3	0
1750	0.83	2	5	3	0
1750	0.84	2	5	3	0
1750	0.85	2	5	3	0
1750	0.86	2	5	3	0
1750	0.87	2	5	3	0
1750	0.88	2	5	3	0
1750	0.89	2	5	3	0
1750	0.9	2	5	3	0
1750	0.91	2	5	3	0
1750	0.92	2	5	3	0
1750	0.93	0	3	3	2
1750	0.94	-1	1	2	4
1750	0.95	0	1	1	4
1750	0.96	0	1	1	4
1750	0.97	0	1	1	4
1750	0.98	0	1	1	4
1750	0.99	-1	0	1	5
1750	1.0	-1	0	1	5
1800	0.01	-9	5	14	0
1800	0.02	-6	5	11	0
1800	0.03	-6	5	11	0
1800	0.04	-5	5	10	0
1800	0.05	-4	5	9	0
1800	0.06	-4	5	9	0
1800	0.07	-3	5	8	0
1800	0.08	-3	5	8	0
1800	0.09	-3	5	8	0
1800	0.1	-3	5	8	0
1800	0.11	-3	5	8	0
1800	0.12	-3	5	8	0
1800	0.13	-3	5	8	0
1800	0.14	-3	5	8	0
1800	0.15	-3	5	8	0
1800	0.16	-3	5	8	0
1800	0.17	-3	5	8	0
1800	0.18	-3	5	8	0
1800	0.19	-3	5	8	0
1800	0.2	-3	5	8	0
1800	0.21	-3	5	8	0
1800	0.22	-3	5	8	0
1800	0.23	-3	5	8	0
1800	0.24	-3	5	8	0
1800	0.25	-3	5	8	0
1800	0.26	-3	5	8	0
1800	0.27	-2	5	7	0
1800	0.28	-2	5	7	0
1800	0.29	-2	5	7	0
1800	0.3	-2	5	7	0
1800	0.31	-2	5	7	0
1800	0.32	-2	5	7	0
1800	0.33	-2	5	7	0
1800	0.34	-2	5	7	0
1800	0.35	-2	5	7	0
1800	0.36	-2	5	7	0
1800	0.37	-2	5	7	0
1800	0.38	-2	5	7	0
1800	0.39	-2	5	7	0
1800	0.4	-2	5	7	0
1800	0.41	-1	5	6	0
1800	0.42	0	5	5	0
1800	0.43	0	5	5	0
1800	0.44	0	5	5	0
1800	0.45	0	5	5	0
1800	0.46	0	5	5	0
1800	0.47	0	5	5	0
1800	0.48	1	5	4	0
1800	0.49	1	5	4	0
1800	0.5	1	5	4	0
1800	0.51	1	5	4	0
1800	0.52	1	5	4	0
1800	0.53	1	5	4	0
1800	0.54	1	5	4	0
1800	0.55	1	5	4	0
1800	0.56	1	5	4	0
1800	0.57	1	5	4	0
1800	0.58	1	5	4	0
1800	0.59	1	5	4	0
1800	0.6	1	5	4	0
1800	0.61	1	5	4	0
1800	0.62	1	5	4	0
1800	0.63	1	5	4	0
1800	0.64	1	5	4	0
1800	0.65	1	5	4	0
1800	0.66	1	5	4	0
1800	0.67	1	5	4	0
1800	0.68	1	5	4	0
1800	0.69	1	5	4	0
1800	0.7	1	5	4	0
1800	0.71	1	5	4	0
1800	0.72	1	5	4	0
1800	0.73	2	5	3	0
1800	0.74	2	5	3	0
1800	0.75	2	5	3	0
1800	0.76	2	5	3	0
1800	0.77	2	5	3	0
1800	0.78	2	5	3	0
1800	0.79	2	5	3	0
1800	0.8	2	5	3	0
1800	0.81	2	5	3	0
1800	0.82	2	5	3	0
1800	0.83	2	5	3	0
1800	0.84	2	5	3	0
1800	0.85	2	5	3	0
1800	0.86	2	5	3	0
1800	0.87	2	5	3	0
1800	0.88	2	5	3	0
1800	0.89	2	5	3	0
1800	0.9	2	5	3	0
1800	0.91	2	5	3	0
1800	0.92	2	5	3	0
1800	0.93	0	3	3	2
1800	0.94	-1	1	2	4
1800	0.95	0	1	1	4
1800	0.96	0	1	1	4
1800	0.97	0	1	1	4
1800	0.98	0	1	1	4
1800	0.99	-1	0	1	5
1800	1.0	-1	0	1	5
1850	0.01	-8	5	13	0
1850	0.02	-5	5	10	0
1850	0.03	-5	5	10	0
1850	0.04	-4	5	9	0
1850	0.05	-4	5	9	0
1850	0.06	-4	5	9	0
1850	0.07	-3	5	8	0
1850	0.08	-3	5	8	0
1850	0.09	-3	5	8	0
1850	0.1	-3	5	8	0
1850	0.11	-3	5	8	0
1850	0.12	-3	5	8	0
1850	0.13	-3	5	8	0
1850	0.14	-3	5	8	0
1850	0.15	-3	5	8	0
1850	0.16	-3	5	8	0
